0002a4d97bface79	TRUE_GROUNDED
036f2033b0a77465	TRUE_GROUNDED
059008c3c34df0d6	TRUE_GROUNDED
09ffb430fdf84fdc	TRUE_GROUNDED
0c931c23827df3ee	TRUE_GROUNDED
108ab7883cefb7ec	TRUE_GROUNDED
12e47948bfa41323	TRUE_GROUNDED
1474956661c1e683	TRUE_GROUNDED
1651523edeebb772	TRUE_GROUNDED
19528c38087d123f	TRUE_GROUNDED
1caab2eaebebe556	TRUE_GROUNDED
1fe060227d2479b3	TRUE_GROUNDED
242c8336664745ca	TRUE_GROUNDED
27e2a6e4cdb15e39	TRUE_GROUNDED
2b91c0c5c0983df1	TRUE_GROUNDED
2e8cfdcde85369aa	TRUE_GROUNDED
315de621fe1eb729	FALSE
34b67d4214d0b51f	TRUE_GROUNDED
38090bf3c0d547be	TRUE_GROUNDED
39cc083b8dcb6d09	TRUE_GROUNDED
3d2f18c57e64c00b	TRUE_GROUNDED
3ecf458319397b85	TRUE_GROUNDED
4074c43f2ae3946f	TRUE_GROUNDED
426ccfdd10a8430f	TRUE_GROUNDED
44c566e7a28e6502	TRUE_GROUNDED
4ad12ebec955a92f	TRUE_GROUNDED
4db8f3b7ac2b39e5	FALSE
526b985468cf4a3a	TRUE_GROUNDED
55e690153dc302db	TRUE_GROUNDED
5a3a2e1f60f2326a	TRUE_GROUNDED
5ee8f1e9b09dcb9c	TRUE_GROUNDED
61781bd8ff372fb9	TRUE_GROUNDED
6372d7eeab781fdf	TRUE_GROUNDED
67c49e0ffd0d93ad	TRUE_GROUNDED
6a7f7ad89478999b	TRUE_GROUNDED
6c8d18e198f03d52	TRUE_GROUNDED
71a6443d0aa8afaa	TRUE_GROUNDED
74757af5e070efc1	TRUE_GROUNDED
7817262420996710	TRUE_GROUNDED
7cdf3d8dbc065a84	TRUE_GROUNDED
81a0b01d9a2ff082	TRUE_GROUNDED
83ecaa8595593523	TRUE_GROUNDED
8595103769a1da76	TRUE_GROUNDED
893515eb42a15cf7	TRUE_GROUNDED
8da0f36f5561fd03	TRUE_GROUNDED
8f2c4740850db307	TRUE_GROUNDED
924bd913d4bb369a	FALSE
950ce9890624aa09	TRUE_GROUNDED
98a4e392c2794405	TRUE_GROUNDED
9b9586072ffc343f	TRUE_GROUNDED
9d45fe411ac0f922	TRUE_GROUNDED
9fc18bc85448f4fb	TRUE_GROUNDED
a2281ce694b39422	TRUE_GROUNDED
a4e7c312db9647c1	TRUE_GROUNDED
a840fa057954521b	TRUE_GROUNDED
ab6551a6df066846	TRUE_GROUNDED
ad53cd399a6b6803	TRUE_GROUNDED
afedca43995fb490	TRUE_GROUNDED
b69e9fb9b7a4ffa5	TRUE_GROUNDED
b845ad555785f72e	TRUE_GROUNDED
bbbe975d1ff1a0b5	TRUE_GROUNDED
be7d6ed85826740b	TRUE_GROUNDED
bfbb89a14d36b589	TRUE_GROUNDED
c3aaf28294221fdd	TRUE_GROUNDED
c6c5f2bdb5893eb7	TRUE_GROUNDED
c95b79b93843e63e	TRUE_GROUNDED
cc46116e1200cb42	TRUE_GROUNDED
ce6101ca78b6dcb7	TRUE_GROUNDED
d137851dad6aeec2	TRUE_GROUNDED
d524bd0cb9ca3e7b	TRUE_GROUNDED
d66f619d4e6fba62	TRUE_GROUNDED
d9a484809c5e73a1	TRUE_GROUNDED
db65c41752c1393b	TRUE_GROUNDED
e084d7db8c24b631	FALSE
e4699850797b1794	TRUE_GROUNDED
e8afcb5f0c60fc77	TRUE_GROUNDED
eb3439097e2f8495	TRUE_GROUNDED
ee2b7407cdefb812	TRUE_GROUNDED
f40657e524c54905	TRUE_GROUNDED
fa66e76b57c61670	TRUE_GROUNDED
fc1830025372c1c9	TRUE_GROUNDED
fe5e50d29da3ee3c	TRUE_GROUNDED
ffc79f353122da4e	TRUE_GROUNDED
